purchase_order_id,customer_id,amount,order_date
2037,8,20945,2015-06-12
2038,6,32057,2015-06-20
2039,8,40964,2015-06-11
2040,5,6631,2015-06-16
2041,4,15051,2015-06-06
2042,7,24314,2015-06-25
2043,2,1619,2015-06-29
2044,6,23713,2015-06-15
2045,4,17890,2015-06-15
2046,1,25226,2015-06-07
2047,3,42441,2015-06-18
2048,8,42233,2015-06-24
2049,1,1187,2015-06-29
2050,2,45915,2015-06-04
2051,8,46213,2015-06-29
2052,2,36067,2015-06-08
2053,4,14177,2015-06-30
2054,5,39523,2015-06-13
2055,2,12229,2015-06-23
2056,5,23830,2015-06-07
2057,7,10288,2015-06-16
2058,8,41058,2015-06-16
2059,2,20489,2015-06-26
2060,1,46013,2015-06-10
2061,1,9909,2015-06-16
2062,9,26827,2015-06-09
2063,9,7921,2015-06-03
2064,2,13383,2015-06-04
2065,3,13245,2015-06-26
2066,5,25592,2015-06-05
2067,6,31441,2015-06-25
2068,3,36459,2015-06-15
2069,1,36727,2015-06-27
2070,3,46445,2015-06-28
2071,7,28624,2015-06-12
2072,3,34137,2015-06-11
2073,6,17973,2015-06-21
2074,2,26595,2015-06-28
2075,5,21270,2015-06-09
2076,3,42172,2015-06-10
2077,3,762,2015-06-12
2078,2,42346,2015-06-16
2079,8,36612,2015-06-10
2080,4,28276,2015-06-10
2081,4,24376,2015-06-26
2082,1,21840,2015-06-23
2083,4,27313,2015-06-27
2084,1,28369,2015-06-12
2085,3,4446,2015-06-07
2086,3,16981,2015-06-30
2087,7,27115,2015-06-28
2088,5,4124,2015-06-13
2089,8,2138,2015-06-16
2090,3,20179,2015-06-06
2091,6,785,2015-06-22
2092,2,14273,2015-06-29
2093,5,39409,2015-06-11
2094,1,3232,2015-06-14
2095,7,30170,2015-06-18
2096,6,3598,2015-06-29
2097,2,20457,2015-06-29
2098,2,47975,2015-06-16
2099,2,16462,2015-07-01
2100,9,1326,2015-06-23
2101,6,1680,2015-06-07
2102,2,25998,2015-06-20
2103,9,46004,2015-06-29
2104,1,8167,2015-06-21
2105,5,10049,2015-06-24
2106,5,24291,2015-06-20
2107,6,43673,2015-06-03
2108,9,24071,2015-06-03
2109,9,2433,2015-06-19
2110,3,7940,2015-06-24
2111,2,3831,2015-06-22
2112,2,7445,2015-06-14
2113,1,24972,2015-06-30
2114,3,7295,2015-06-22
2115,6,35162,2015-06-24
2116,4,6584,2015-06-12
2117,2,36802,2015-06-09
2118,8,34293,2015-06-24
2119,5,25509,2015-06-11
2120,8,49659,2015-06-21
2121,7,33201,2015-06-22
2122,7,40384,2015-06-15
2123,9,36030,2015-06-13
2124,5,43717,2015-06-14
2125,9,14903,2015-06-19
2126,6,25932,2015-06-03
2127,3,40459,2015-06-16
2128,9,30267,2015-06-03
2129,6,46542,2015-06-12
2130,1,48419,2015-06-27
2131,9,17036,2015-06-21
2132,1,29384,2015-06-15
2133,9,37853,2015-06-04
2134,7,10345,2015-06-23
2135,7,36416,2015-06-10
2136,6,14250,2015-06-03
2137,1,8891,2015-06-12
2138,3,21597,2015-06-30
2139,9,2974,2015-06-16
2140,7,31702,2015-06-06
2141,1,20957,2015-06-10
2142,8,30074,2015-06-20
2143,4,13620,2015-06-12
2144,6,37077,2015-06-09
2145,6,17380,2015-06-28
2146,6,18304,2015-06-19
2147,1,17788,2015-06-04
2148,8,9721,2015-06-30
2149,6,20587,2015-06-18
2150,7,30298,2015-06-12
2151,1,28139,2015-06-04
2152,7,21788,2015-06-15
2153,5,19309,2015-06-04
2154,7,30319,2015-06-19
2155,2,6853,2015-06-08
2156,5,20460,2015-06-11
2157,1,44221,2015-06-20
2158,4,9152,2015-06-08
2159,8,22338,2015-06-07
2160,4,31993,2015-06-30
2161,9,770,2015-06-27
2162,6,4211,2015-06-30
2163,9,28571,2015-06-21
2164,2,44840,2015-06-27
2165,7,28108,2015-06-13
2166,1,25782,2015-06-20
2167,3,33650,2015-06-19
2168,3,34472,2015-06-03
2169,3,49374,2015-06-06
2170,8,117,2015-06-22
2171,2,28231,2015-06-05
2172,9,25666,2015-06-05
2173,3,4245,2015-06-07
2174,1,28994,2015-06-16
2175,6,10612,2015-06-12
2176,4,7036,2015-06-03
2177,8,41132,2015-06-15
2178,9,19193,2015-06-22
2179,8,35529,2015-06-23
2180,1,402,2015-06-28
2181,1,27626,2015-06-03
2182,3,4130,2015-06-24
2183,9,41437,2015-06-25
2184,1,15661,2015-06-28
2185,7,7367,2015-06-11
2186,5,20567,2015-06-06
2187,5,17142,2015-06-09
2188,4,42918,2015-06-04
2189,6,31185,2015-06-08
2190,6,18798,2015-06-07
2191,8,49281,2015-06-17
2192,8,22704,2015-06-15
2193,7,31399,2015-06-11
2194,9,21064,2015-06-27
2195,9,35583,2015-06-07
2196,2,29550,2015-06-18
2197,1,2763,2015-06-17
2198,2,13114,2015-06-12
2199,9,9281,2015-06-15
2200,6,19826,2015-06-08
2201,3,37917,2015-06-14
2202,1,9778,2015-06-16
2203,4,6222,2015-06-13
2204,7,12503,2015-06-04
2205,3,15338,2015-06-11
2206,4,587,2015-06-26
2207,5,32656,2015-06-09
2208,5,48084,2015-06-23
2209,3,16360,2015-06-13
2210,4,8188,2015-06-06
2211,6,41307,2015-06-29
2212,4,46151,2015-06-30
2213,9,26112,2015-06-21
2214,2,16578,2015-06-03
2215,6,37679,2015-06-04
2216,1,11426,2015-06-06
2217,8,4775,2015-06-16
2218,6,20574,2015-06-21
2219,9,3113,2015-06-26
2220,5,16213,2015-06-18
2221,9,22249,2015-06-11
2222,9,43989,2015-06-16
2223,8,41020,2015-06-12
2224,6,20041,2015-06-30
2225,4,4005,2015-06-12
2226,2,24608,2015-06-29
2227,7,23484,2015-06-08
2228,8,16179,2015-06-05
2229,5,7208,2015-06-27
2230,1,30277,2015-06-29
2231,9,5542,2015-06-23
2232,2,20865,2015-06-07
2233,4,48633,2015-06-09
2234,4,5620,2015-06-22
2235,5,31096,2015-06-27
2236,1,39198,2015-06-29
2237,9,23774,2015-06-20
2238,9,8215,2015-06-05
2239,8,20289,2015-06-23
2240,1,7304,2015-06-13
2241,6,41393,2015-06-07
2242,2,10138,2015-06-26
2243,9,31965,2015-06-06
2244,2,42013,2015-06-27
2245,6,9586,2015-06-04
2246,7,21993,2015-07-01
2247,4,35646,2015-06-23
2248,7,31852,2015-06-03
2249,5,31596,2015-06-14
2250,8,16614,2015-06-05
2251,3,24524,2015-06-05
2252,1,5850,2015-06-19
2253,1,35078,2015-06-23
2254,5,26390,2015-06-29
2255,3,29777,2015-06-22
2256,4,19914,2015-06-12
2257,3,4286,2015-06-30
2258,9,48784,2015-06-12
2259,4,42883,2015-06-17
2260,6,13375,2015-06-30
2261,9,25724,2015-06-30
2262,5,45847,2015-06-05
2263,1,5078,2015-06-17
2264,1,14431,2015-06-24
2265,7,44758,2015-06-24
2266,7,2321,2015-06-14
2267,1,9001,2015-06-09
2268,8,49544,2015-06-09
2269,9,17729,2015-06-30
2270,3,37987,2015-06-17
2271,2,46151,2015-06-11
2272,5,32276,2015-06-07
2273,9,42687,2015-06-28
2274,2,159,2015-06-13
2275,8,19047,2015-06-12
2276,7,22800,2015-06-08
2277,3,12866,2015-06-11
2278,1,18604,2015-06-11
2279,1,20227,2015-06-21
2280,4,49711,2015-06-06
2281,8,2736,2015-06-19
2282,5,21495,2015-06-22
2283,3,30298,2015-06-13
2284,1,21922,2015-06-04
2285,4,8396,2015-06-10
2286,6,15008,2015-06-13
2287,9,10377,2015-06-15
2288,9,13778,2015-06-11
2289,5,10580,2015-06-05
2290,7,31026,2015-06-19
2291,1,17512,2015-06-30
2292,4,44875,2015-06-10
2293,8,37776,2015-06-18
2294,3,46970,2015-06-12
2295,3,11565,2015-06-03
2296,9,36152,2015-06-24
2297,7,24329,2015-06-15
2298,2,34345,2015-06-27
2299,6,21834,2015-06-19
2300,2,16570,2015-06-06
2301,1,3995,2015-07-01
2302,5,19480,2015-06-23
2303,5,21399,2015-06-06
2304,2,25347,2015-06-16
2305,2,18989,2015-06-04
2306,6,28921,2015-06-16
2307,2,32300,2015-06-28
2308,7,43395,2015-06-08
2309,4,19875,2015-06-08
2310,4,31665,2015-06-22
2311,6,387,2015-06-05
2312,6,35473,2015-06-23
2313,5,49008,2015-07-01
2314,6,15558,2015-06-08
2315,4,15205,2015-06-24
2316,3,34797,2015-06-11
2317,5,19373,2015-06-21
2318,6,34037,2015-06-20
2319,6,40395,2015-06-13
2320,8,22885,2015-06-29
2321,7,31659,2015-06-20
2322,8,30786,2015-06-09
2323,9,12179,2015-06-12
2324,4,120,2015-06-25
2325,1,8842,2015-07-01
2326,7,31758,2015-06-27
2327,6,35775,2015-06-22
2328,1,26457,2015-06-17
2329,5,45562,2015-06-21
2330,5,13048,2015-06-11
2331,7,49360,2015-06-16
2332,4,40502,2015-06-12
2333,3,21240,2015-06-25
2334,3,48598,2015-06-17
2335,9,2839,2015-06-06
2336,3,25045,2015-06-06
2337,6,26473,2015-06-13
2338,6,44867,2015-06-20
2339,5,16529,2015-06-15
2340,8,47250,2015-06-18
2341,4,32277,2015-06-15
2342,6,38820,2015-06-19
2343,8,42259,2015-06-20
2344,6,30428,2015-06-10
2345,2,35432,2015-06-15
2346,2,22177,2015-06-04
2347,1,23311,2015-06-06
2348,7,15807,2015-06-18
2349,5,25275,2015-06-06
2350,6,26332,2015-06-16
2351,3,3372,2015-06-05
2352,2,11300,2015-06-09
2353,8,17865,2015-06-15
2354,9,23117,2015-06-29
2355,2,31546,2015-06-28
2356,8,46236,2015-07-01
2357,6,15156,2015-06-22
2358,4,6441,2015-06-17
2359,1,45458,2015-06-21
2360,2,36413,2015-06-09
2361,7,999,2015-06-15
2362,8,35741,2015-06-22
2363,1,35074,2015-06-26
2364,3,25007,2015-06-19
2365,1,30725,2015-06-26
2366,7,1745,2015-06-06
2367,3,33991,2015-06-08
2368,5,21690,2015-06-26
2369,3,40932,2015-06-22
2370,8,24051,2015-06-10
2371,2,32020,2015-06-06
2372,6,2385,2015-06-16
2373,5,13728,2015-06-28
2374,2,4463,2015-06-21
2375,1,13406,2015-06-23
2376,9,8530,2015-06-12
2377,4,43359,2015-06-26
2378,2,41883,2015-06-12
2379,8,17197,2015-06-07
2380,8,46946,2015-06-28
2381,3,12670,2015-06-05
2382,7,4326,2015-06-13
2383,3,40833,2015-06-10
2384,2,24083,2015-06-23
2385,7,14184,2015-06-11
2386,3,19577,2015-06-05
2387,8,4428,2015-06-09
2388,5,3209,2015-06-07
2389,6,1698,2015-06-29
2390,9,7649,2015-06-07
2391,5,37760,2015-06-03
2392,8,45237,2015-06-28
2393,9,43496,2015-06-06
2394,3,40785,2015-06-20
2395,1,18482,2015-06-03
2396,6,26502,2015-06-29
2397,9,43262,2015-06-13
2398,9,3643,2015-06-15
2399,9,32339,2015-06-29
2400,3,14475,2015-06-03
2401,8,11113,2015-06-19
2402,3,13477,2015-06-07
2403,9,38277,2015-06-16
2404,5,16752,2015-06-06
2405,5,43010,2015-06-12
2406,3,17894,2015-06-25
2407,7,21426,2015-06-07
2408,5,3147,2015-06-12
2409,7,23281,2015-06-22
2410,3,16186,2015-06-18
2411,1,36558,2015-06-23
2412,2,4328,2015-06-21
2413,4,22662,2015-06-14
2414,9,2408,2015-06-16
2415,9,9330,2015-06-28
2416,9,3014,2015-06-04
2417,9,12252,2015-06-25
2418,3,8190,2015-06-20
2419,6,7334,2015-06-29
2420,9,40251,2015-06-25
2421,5,4374,2015-06-12
2422,7,29714,2015-06-23
2423,7,13000,2015-06-29
2424,5,12543,2015-06-30
2425,7,16878,2015-06-11
2426,2,33768,2015-06-05
2427,3,2150,2015-06-13
2428,4,14683,2015-06-17
2429,1,36444,2015-06-20
2430,1,45054,2015-06-12
2431,8,31224,2015-06-27
2432,2,39278,2015-06-23
2433,6,39587,2015-06-30
2434,1,37549,2015-06-27
2435,4,28788,2015-06-15
2436,3,12775,2015-06-14
2437,6,26752,2015-06-28
2438,2,27478,2015-06-26
2439,3,31779,2015-06-23
2440,9,34004,2015-06-17
2441,5,45872,2015-06-17
2442,6,35185,2015-06-10
2443,7,47100,2015-06-05
2444,2,6321,2015-06-04
2445,6,26547,2015-06-15
2446,6,22880,2015-06-10
2447,9,49833,2015-06-26
2448,4,26880,2015-06-19
2449,1,8977,2015-06-19
2450,5,46336,2015-06-18
2451,9,26329,2015-06-14
2452,4,16483,2015-06-05
2453,5,46577,2015-06-18
2454,8,42104,2015-06-24
2455,4,46666,2015-06-16
2456,2,29998,2015-06-17
2457,5,33380,2015-06-15
2458,8,3024,2015-06-08
2459,9,13848,2015-06-29
2460,1,24734,2015-06-15
2461,7,20326,2015-06-06
2462,2,11067,2015-06-09
2463,9,3989,2015-06-20
2464,8,25618,2015-06-12
2465,7,38096,2015-06-09
2466,4,34628,2015-06-07
2467,6,16017,2015-06-10
2468,7,43446,2015-06-29
2469,2,31213,2015-06-17
2470,6,8192,2015-06-19
2471,1,37167,2015-06-22
2472,1,9988,2015-06-17
2473,9,11121,2015-06-22
2474,5,2574,2015-06-18
2475,8,12761,2015-06-27
2476,1,9453,2015-06-03
2477,4,31236,2015-06-21
2478,6,9157,2015-06-27
2479,1,12597,2015-06-30
2480,8,48040,2015-06-15
2481,7,30526,2015-06-10
2482,6,786,2015-06-28
2483,6,9192,2015-06-15
2484,4,12101,2015-06-16
2485,6,32280,2015-06-20
2486,3,31696,2015-06-09
2487,4,24086,2015-06-22
2488,4,22367,2015-06-17
2489,6,41221,2015-06-30
2490,7,31231,2015-06-12
2491,8,19792,2015-06-15
2492,7,19528,2015-06-25
2493,9,1416,2015-06-14
2494,3,35667,2015-06-09
2495,3,31731,2015-06-19
2496,1,9127,2015-06-03
2497,4,38965,2015-06-30
2498,4,11781,2015-06-08
2499,4,42449,2015-06-06
2500,9,30178,2015-06-24
2501,5,20422,2015-06-14
2502,8,39559,2015-06-18
2503,5,45011,2015-07-01
2504,9,14523,2015-07-01
2505,9,42532,2015-06-03
2506,7,32308,2015-06-12
2507,8,20820,2015-06-24
2508,8,34429,2015-06-17
2509,2,15440,2015-06-15
2510,4,26787,2015-06-19
2511,9,23802,2015-06-14
2512,1,39764,2015-06-12
2513,2,14447,2015-06-19
2514,5,38021,2015-06-10
2515,8,41090,2015-06-20
2516,8,19691,2015-06-20
2517,9,15818,2015-06-07
2518,7,38903,2015-06-23
2519,4,12987,2015-06-15
2520,1,20194,2015-06-27
2521,8,2836,2015-06-18
2522,3,42033,2015-06-23
2523,9,12495,2015-06-03
2524,7,43534,2015-06-28
2525,5,46325,2015-06-05
2526,4,16965,2015-07-01
2527,4,8370,2015-06-19
2528,9,2117,2015-06-28
2529,8,7041,2015-06-03
2530,3,41521,2015-06-16
2531,3,49227,2015-06-25
2532,7,14371,2015-06-28
2533,2,20640,2015-06-26
2534,2,44764,2015-06-13
2535,5,24317,2015-06-30
2536,2,39187,2015-06-23
2537,6,4315,2015-07-01
2538,6,13715,2015-06-05
2539,9,42852,2015-06-16
2540,7,45459,2015-06-06
2541,1,45854,2015-06-17
2542,2,8960,2015-06-06
2543,2,25303,2015-06-28
2544,9,21254,2015-06-14
2545,8,31601,2015-06-27
2546,7,6655,2015-06-03
2547,4,12616,2015-06-14
2548,2,3910,2015-06-15
2549,6,2337,2015-06-24
2550,4,21833,2015-06-26
2551,5,9306,2015-06-26
2552,7,26401,2015-06-20
2553,7,40786,2015-06-13
2554,2,44792,2015-06-18
2555,5,3030,2015-07-01
2556,8,24892,2015-06-14
2557,1,10007,2015-06-25
2558,6,22807,2015-06-16
2559,7,40725,2015-06-03
2560,4,15961,2015-06-16
2561,7,6265,2015-06-05
2562,4,28561,2015-06-15
2563,2,5029,2015-06-15
2564,8,38715,2015-06-24
2565,6,2547,2015-06-18
2566,3,7161,2015-06-29
2567,3,4794,2015-06-16
2568,1,21721,2015-06-04
2569,7,18794,2015-06-10
2570,2,37052,2015-06-17
2571,9,5923,2015-06-22
2572,4,29176,2015-06-15
2573,5,22075,2015-06-04
2574,7,17072,2015-06-27
2575,2,23612,2015-06-27
2576,5,13158,2015-06-28
2577,1,22359,2015-06-28
2578,3,39674,2015-06-05
2579,3,19591,2015-06-08
2580,5,5529,2015-06-29
2581,2,26996,2015-06-23
2582,9,45858,2015-06-24
2583,8,43895,2015-06-23
2584,1,18553,2015-06-19
2585,2,38469,2015-06-23
2586,3,49579,2015-07-01
2587,2,31012,2015-06-19
2588,6,17492,2015-06-13
2589,5,6684,2015-06-21
2590,5,7897,2015-06-03
2591,6,19051,2015-06-08
2592,4,28162,2015-06-03
2593,6,28936,2015-06-08
2594,3,9043,2015-06-29
2595,7,45337,2015-06-26
2596,2,14732,2015-06-22
2597,4,4341,2015-06-21
2598,8,21828,2015-06-24
2599,9,14569,2015-06-06
2600,9,40817,2015-06-18
2601,3,5603,2015-06-04
2602,5,38006,2015-06-10
2603,6,1177,2015-06-17
2604,3,41077,2015-06-14
2605,4,55,2015-06-13
2606,7,33500,2015-06-25
2607,2,16290,2015-06-30
2608,7,1445,2015-06-17
2609,1,26442,2015-06-10
2610,8,40621,2015-06-17
2611,1,39835,2015-06-12
2612,2,46477,2015-06-26
2613,6,32696,2015-06-29
2614,1,44347,2015-06-10
2615,9,44330,2015-06-27
2616,8,5289,2015-06-04
2617,2,40447,2015-06-08
2618,2,8082,2015-06-17
2619,5,9928,2015-06-10
2620,5,6048,2015-06-04
2621,8,5147,2015-06-27
2622,8,3119,2015-06-10
2623,7,2594,2015-06-27
2624,5,45452,2015-06-23
2625,9,25787,2015-06-27
2626,6,22989,2015-06-21
2627,5,43647,2015-06-10
2628,1,1365,2015-06-11
2629,1,19031,2015-06-28
2630,7,16635,2015-06-23
2631,8,8992,2015-06-22
2632,9,8400,2015-06-15
2633,5,37783,2015-06-29
2634,9,15672,2015-06-26
2635,4,31353,2015-06-03
2636,4,48832,2015-06-09
2637,7,40587,2015-06-13
2638,4,7936,2015-06-04
2639,7,10075,2015-06-14
2640,6,28305,2015-06-29
2641,7,46497,2015-06-12
2642,2,45250,2015-06-04
2643,8,38035,2015-06-26
2644,5,12723,2015-06-16
2645,3,21819,2015-06-25
2646,7,10633,2015-06-20
2647,2,12727,2015-06-26
2648,7,32986,2015-06-08
2649,5,31339,2015-06-25
2650,8,30335,2015-06-03
2651,7,28759,2015-06-19
2652,6,28548,2015-06-06
2653,7,12355,2015-06-25
2654,6,30849,2015-06-20
2655,5,25293,2015-06-10
2656,6,8530,2015-06-16
2657,7,49949,2015-06-19
2658,1,49037,2015-06-17
2659,5,14018,2015-06-17
2660,5,12831,2015-06-24
2661,7,43437,2015-06-25
2662,3,2988,2015-06-08
2663,8,1998,2015-06-22
2664,3,18814,2015-06-11
2665,4,28321,2015-06-04
2666,3,27485,2015-06-30
2667,3,38055,2015-06-26
2668,8,45710,2015-06-17
2669,7,48256,2015-06-26
2670,4,24797,2015-06-16
2671,7,27024,2015-06-03
2672,9,3829,2015-06-29
2673,4,1541,2015-06-04
2674,1,6635,2015-06-17
2675,1,5548,2015-06-28
2676,4,46760,2015-06-06
2677,7,10184,2015-06-08
2678,3,43403,2015-07-01
2679,4,28384,2015-06-20
2680,5,23409,2015-06-24
2681,9,30017,2015-06-28
2682,6,36471,2015-06-24
2683,8,49658,2015-06-27
2684,3,29582,2015-06-05
2685,1,27507,2015-06-12
2686,2,47497,2015-07-01
2687,3,20971,2015-06-30
2688,1,45976,2015-06-03
2689,2,5295,2015-06-19
2690,2,32411,2015-06-03
2691,7,40515,2015-06-14
2692,3,41250,2015-06-05
2693,5,9397,2015-06-20
2694,1,3116,2015-06-28
2695,4,45499,2015-06-09
2696,6,23753,2015-06-04
2697,1,8152,2015-06-12
2698,5,32348,2015-06-15
2699,1,16220,2015-06-29
2700,6,22790,2015-06-03
2701,4,2122,2015-06-22
2702,2,29563,2015-06-22
2703,1,46236,2015-06-20
2704,9,23212,2015-06-14
2705,9,33498,2015-06-07
2706,3,19433,2015-06-23
2707,9,36146,2015-07-01
2708,5,32607,2015-06-23
2709,8,26751,2015-06-28
2710,8,1655,2015-06-21
2711,5,39003,2015-06-10
2712,4,2562,2015-06-20
2713,6,1896,2015-06-06
2714,9,46749,2015-06-27
2715,9,37348,2015-06-20
2716,2,22350,2015-06-18
2717,7,42622,2015-07-01
2718,4,48091,2015-06-18
2719,9,30086,2015-06-05
2720,2,29827,2015-06-04
2721,3,10785,2015-06-13
2722,9,16467,2015-06-19
2723,8,37604,2015-06-19
2724,8,44526,2015-06-25
2725,7,44858,2015-06-23
2726,8,9485,2015-06-26
2727,4,26515,2015-06-20
2728,8,49017,2015-06-28
2729,2,1982,2015-06-08
2730,3,40097,2015-06-24
2731,9,30722,2015-06-27
2732,6,35098,2015-06-03
2733,3,21233,2015-06-29
2734,1,23872,2015-06-30
2735,9,40950,2015-06-10
2736,5,10098,2015-06-10
2737,8,48335,2015-06-10
2738,1,43104,2015-06-06
2739,4,3408,2015-06-19
2740,8,15821,2015-06-28
2741,3,17149,2015-06-07
2742,7,43446,2015-06-15
2743,2,12616,2015-06-20
2744,8,27666,2015-06-21
2745,4,28111,2015-06-08
2746,3,41327,2015-06-06
2747,5,44278,2015-06-20
2748,8,13945,2015-06-24
2749,9,44268,2015-06-26
2750,4,33927,2015-06-27
2751,9,46348,2015-06-03
2752,4,33098,2015-06-22
2753,6,28294,2015-06-17
2754,1,37688,2015-06-19
2755,5,14019,2015-06-16
2756,7,39765,2015-06-27
2757,3,7229,2015-06-27
2758,3,24895,2015-06-19
2759,4,44555,2015-06-29
2760,5,8346,2015-06-22
2761,3,2083,2015-06-20
2762,8,42642,2015-06-29
2763,9,17928,2015-06-06
2764,8,29819,2015-06-10
2765,4,11451,2015-06-15
2766,8,39641,2015-06-16
2767,3,13206,2015-06-15
2768,7,1811,2015-06-26
2769,3,11429,2015-06-15
2770,1,10352,2015-06-26
2771,5,29670,2015-06-11
2772,9,39875,2015-06-16
2773,5,28237,2015-06-13
2774,4,8097,2015-06-19
2775,1,37986,2015-06-18
2776,6,48010,2015-06-06
2777,5,25448,2015-06-17
2778,8,41522,2015-06-20
2779,8,9026,2015-07-01
2780,9,18097,2015-06-08
2781,2,21652,2015-06-14
2782,4,39015,2015-06-04
2783,6,29564,2015-06-28
2784,9,12262,2015-06-12
2785,1,48011,2015-06-29
2786,8,15219,2015-06-29
2787,4,32464,2015-06-23
2788,3,48039,2015-06-07
2789,1,6123,2015-06-07
2790,7,5693,2015-06-30
2791,1,34741,2015-06-27
2792,1,10965,2015-06-27
2793,6,38538,2015-06-27
2794,8,7730,2015-06-30
2795,1,37852,2015-06-17
2796,8,30025,2015-06-27
2797,8,15046,2015-06-06
2798,9,38950,2015-06-18
2799,6,35532,2015-06-04
2800,8,8898,2015-06-20
2801,6,25750,2015-06-19
2802,1,41336,2015-06-17
2803,8,22008,2015-06-14
2804,2,1553,2015-06-21
2805,3,12493,2015-06-15
2806,2,48967,2015-06-10
2807,7,5248,2015-06-18
2808,7,39076,2015-07-01
2809,4,40979,2015-06-14
2810,4,12116,2015-06-16
2811,8,20980,2015-06-17
2812,4,19083,2015-06-26
2813,9,18598,2015-06-14
2814,8,47019,2015-06-10
2815,1,2245,2015-06-08
2816,3,7977,2015-06-22
2817,3,41948,2015-06-06
2818,7,9199,2015-06-08
2819,1,27242,2015-06-16
2820,8,13987,2015-06-14
2821,3,23021,2015-06-30
2822,3,35351,2015-06-05
2823,4,898,2015-06-29
2824,8,26147,2015-06-04
2825,6,36052,2015-06-04
2826,2,5044,2015-06-04
2827,9,38122,2015-06-27
2828,3,22925,2015-06-08
2829,7,15517,2015-06-28
2830,8,42741,2015-06-04
2831,3,8211,2015-06-09
2832,8,46000,2015-06-25
2833,5,47614,2015-06-28
2834,4,30369,2015-06-22
2835,1,24949,2015-06-06
2836,6,16636,2015-06-15
2837,9,44542,2015-06-24
2838,3,39529,2015-06-18
2839,4,29928,2015-06-13
2840,6,6333,2015-06-17
2841,7,9214,2015-06-26
2842,5,1455,2015-06-15
2843,9,22449,2015-06-14
2844,1,42406,2015-06-24
2845,8,49841,2015-06-10
2846,3,26044,2015-06-28
2847,9,41581,2015-06-29
2848,1,42219,2015-06-29
2849,3,18698,2015-06-15
2850,3,10122,2015-06-14
2851,3,27690,2015-06-17
2852,9,48670,2015-06-30
2853,5,8957,2015-06-09
2854,6,30863,2015-06-28
2855,7,31803,2015-06-03
2856,9,16019,2015-06-09
2857,3,11614,2015-06-09
2858,8,23591,2015-06-30
2859,2,26951,2015-06-29
2860,2,13888,2015-06-26
2861,2,47113,2015-06-26
2862,1,39653,2015-06-10
2863,9,32822,2015-06-04
2864,7,31161,2015-06-17
2865,5,34808,2015-06-26
2866,3,35465,2015-06-12
2867,1,34166,2015-06-21
2868,9,5971,2015-06-30
2869,2,7591,2015-06-24
2870,9,24872,2015-06-09
2871,1,33081,2015-06-03
2872,1,30632,2015-06-04
2873,5,29075,2015-06-07
2874,2,1635,2015-06-10
2875,6,14484,2015-06-09
2876,1,30846,2015-06-20
2877,5,10485,2015-06-06
2878,8,9468,2015-06-05
2879,4,31640,2015-06-18
2880,2,8935,2015-06-15
2881,5,48288,2015-06-20
2882,7,35205,2015-06-30
2883,2,41908,2015-06-15
2884,6,6536,2015-06-06
2885,2,4549,2015-06-21
2886,2,24882,2015-06-16
2887,8,10021,2015-06-19
2888,1,47137,2015-06-08
2889,2,47846,2015-06-30
2890,4,13633,2015-06-07
2891,3,25300,2015-06-05
2892,4,42684,2015-06-27
2893,9,11348,2015-06-10
2894,5,23732,2015-06-30
2895,1,18048,2015-06-18
2896,7,38500,2015-06-30
2897,5,30200,2015-06-30
2898,6,4944,2015-06-04
2899,1,33789,2015-06-30
2900,8,8315,2015-06-11
2901,9,19321,2015-06-11
2902,1,49458,2015-06-18
2903,6,22575,2015-06-08
2904,5,25042,2015-06-27
2905,4,31686,2015-06-03
2906,8,23575,2015-06-16
2907,4,29245,2015-06-03
2908,6,30419,2015-06-20
2909,4,19755,2015-06-26
2910,8,25156,2015-06-10
2911,7,47338,2015-06-27
2912,5,44388,2015-06-07
2913,8,47473,2015-06-04
2914,8,13714,2015-07-01
2915,2,11808,2015-06-10
2916,4,21277,2015-06-25
2917,5,38489,2015-06-13
2918,2,46547,2015-06-24
2919,2,44793,2015-06-21
2920,9,44867,2015-06-26
2921,7,30200,2015-06-23
2922,3,19618,2015-06-12
2923,6,16382,2015-06-29
2924,8,11049,2015-06-17
2925,8,46073,2015-06-23
2926,7,47614,2015-06-29
2927,1,33259,2015-07-01
2928,1,5874,2015-06-26
2929,3,14546,2015-06-22
2930,8,17690,2015-06-11
2931,9,9380,2015-06-19
2932,6,45065,2015-06-13
2933,1,31566,2015-06-07
2934,9,14708,2015-06-29
2935,9,47394,2015-06-12
2936,3,26348,2015-06-10
2937,4,47136,2015-06-09
2938,8,29447,2015-06-28
2939,3,31614,2015-06-10
2940,1,24599,2015-06-17
2941,9,5191,2015-06-09
2942,5,7639,2015-06-27
2943,3,8458,2015-06-21
2944,5,37148,2015-06-04
2945,4,24524,2015-06-23
2946,4,41013,2015-06-17
2947,8,43535,2015-07-01
2948,4,39558,2015-06-08
2949,7,23336,2015-06-23
2950,9,31669,2015-06-07
2951,9,581,2015-06-08
2952,4,14867,2015-06-26
2953,7,34831,2015-06-05
2954,4,6730,2015-06-05
2955,2,26288,2015-06-13
2956,9,27401,2015-06-25
2957,7,36954,2015-06-22
2958,7,17123,2015-06-18
2959,6,2503,2015-06-07
2960,8,20633,2015-06-07
2961,8,9859,2015-06-14
2962,5,21794,2015-06-22
2963,3,6361,2015-06-28
2964,8,49316,2015-06-17
2965,6,8903,2015-06-18
2966,1,36632,2015-06-14
2967,8,1011,2015-06-06
2968,8,29975,2015-06-08
